Perf_ID,Match_ID,Player_ID,KDA_Ratio,Combat_Score,Headshot_Pct,Outcome
PF0554,M084,P0336,5.92,605,32.44,Loss
PF0555,M084,P0337,1.70,99,18.86,Loss
PF0556,M084,P0338,0.00,112,37.33,Loss
PF0557,M084,P0339,8.86,461,75.45,Loss
PF0558,M084,P0340,5.45,510,100.00,Loss
PF0559,M085,P0336,6.57,212,9.09,Loss
PF0560,M085,P0337,0.00,218,22.84,Loss
PF0561,M085,P0338,8.35,250,50.63,Loss
PF0562,M085,P0339,5.86,217,57.34,Loss
PF0563,M085,P0340,7.38,685,92.95,Loss
PF0564,M085,P0181,1.53,439,14.66,Win
PF0565,M085,P0182,0.00,461,72.42,Win
PF0566,M085,P0183,2.14,133,76.56,Win
PF0567,M085,P0184,4.66,510,13.89,Win
PF0568,M085,P0185,6.03,56,74.99,Win
PF0569,M087,P0386,7.92,549,74.46,
PF0570,M087,P0387,6.48,0,70.96,
PF0571,M087,P0388,5.33,0,32.78,
PF0572,M087,P0389,6.84,362,60.82,
PF0573,M087,P0390,0.00,200,21.92,
PF0574,M087,P0246,2.56,513,5.92,
PF0575,M087,P0247,0.00,538,38.12,
PF0576,M087,P0248,0.67,371,100.00,
PF0577,M087,P0249,8.00,373,10.84,
PF0578,M087,P0250,8.58,628,74.77,
PF0579,M090,P0271,0.00,573,43.28,Win
PF0580,M090,P0272,1.57,122,79.47,Win
PF0581,M090,P0273,2.61,316,93.27,Win
PF0582,M090,P0274,5.35,68,70.11,Win
PF0583,M090,P0275,6.09,114,70.16,Win
PF0584,M090,P0366,0.00,133,89.32,Loss
PF0585,M090,P0367,5.18,612,80.95,Loss
PF0586,M090,P0368,3.46,532,56.90,Loss
PF0587,M090,P0369,1.31,278,28.36,Loss
PF0588,M090,P0370,3.70,122,91.27,Loss
PF0589,M091,P0366,5.82,82,100.00,Loss
PF0590,M091,P0367,4.43,74,6.65,Loss
PF0591,M091,P0368,2.66,452,84.97,Loss
PF0592,M091,P0370,6.32,471,29.33,Loss
PF0593,M091,P0041,1.84,369,62.43,Win
PF0594,M091,P0042,7.53,280,19.88,Win
PF0595,M091,P0043,0.00,534,41.18,Win
PF0596,M091,P0044,8.60,465,75.43,Win
PF0597,M092,P0041,5.67,581,48.29,Win
PF0598,M092,P0042,5.09,120,12.25,Win
PF0599,M092,P0043,0.00,149,100.00,Win
PF0600,M092,P0044,0.00,132,42.66,Win
PF0601,M092,P0045,7.90,114,17.10,Win
PF0602,M092,P0586,7.05,331,22.67,Loss
PF0603,M092,P0587,5.70,87,82.51,Loss
PF0604,M092,P0588,0.00,453,100.00,Loss
PF0605,M092,P0589,0.84,193,80.32,Loss
PF0606,M092,P0590,3.78,240,9.74,Loss
PF0607,M093,P0586,6.38,133,100.00,Loss
PF0608,M093,P0587,3.08,207,69.68,Loss
PF0609,M093,P0588,1.47,374,0.69,Loss
PF0610,M093,P0589,0.00,283,47.86,Loss
PF0611,M093,P0201,5.70,118,77.02,Win
PF0612,M093,P0202,0.00,96,56.42,Win
PF0613,M093,P0203,7.87,338,69.31,Win
PF0614,M093,P0204,8.22,689,45.45,Win
PF0615,M093,P0205,0.00,186,3.67,Win
PF0616,M094,P0201,7.78,285,9.82,Win
PF0617,M094,P0202,7.38,632,64.41,Win
PF0618,M094,P0203,4.97,490,7.78,Win
PF0619,M094,P0204,3.01,0,82.23,Win
PF0620,M094,P0205,4.83,618,91.16,Win
PF0621,M094,P0231,5.86,130,11.19,Loss
PF0622,M094,P0232,5.86,21,9.19,Loss
PF0623,M094,P0233,2.11,440,6.34,Loss
PF0624,M094,P0234,3.19,388,56.08,Loss
PF0625,M094,P0235,0.00,355,63.99,Loss
PF0626,M096,P0191,4.15,637,36.72,
PF0627,M096,P0192,4.50,109,88.17,
PF0628,M096,P0193,8.19,353,75.99,
PF0629,M096,P0194,0.03,678,32.66,
PF0630,M096,P0195,0.46,379,100.00,
PF0631,M096,P0501,1.56,225,9.89,
PF0632,M096,P0502,7.21,0,0.41,
PF0633,M096,P0503,7.19,429,76.01,
PF0634,M096,P0504,3.79,110,13.95,
PF0635,M096,P0505,1.89,555,76.67,
PF0636,M099,P0056,0.00,157,59.74,Loss
PF0637,M099,P0057,2.40,405,5.12,Loss
PF0638,M099,P0058,1.59,444,48.64,Loss
PF0639,M099,P0059,3.97,610,42.49,Loss
PF0640,M099,P0060,0.00,686,91.03,Loss
PF0641,M099,P0311,6.26,128,35.44,Win
PF0642,M099,P0312,0.99,700,56.85,Win
PF0643,M099,P0313,0.00,270,16.18,Win
PF0644,M099,P0315,5.22,636,23.80,Win
PF0645,M100,P0311,2.13,135,64.63,Win
PF0646,M100,P0312,7.01,236,3.77,Win
PF0647,M100,P0313,2.33,297,64.38,Win
PF0648,M100,P0314,7.32,1,100.00,Win
PF0649,M100,P0315,3.30,627,11.59,Win
PF0650,M100,P0441,8.03,30,51.72,Loss
PF0651,M100,P0442,8.13,558,85.27,Loss
PF0652,M100,P0443,0.00,66,100.00,Loss
PF0653,M100,P0444,7.76,366,49.89,Loss
PF0654,M100,P0445,7.38,627,100.00,Loss
PF0655,M101,P0441,8.62,330,100.00,Loss
PF0656,M101,P0443,3.20,442,16.45,Loss
PF0657,M101,P0444,3.86,382,27.91,Loss
PF0658,M101,P0445,4.12,606,100.00,Loss
PF0659,M101,P0151,8.59,566,0.95,Win
PF0660,M101,P0152,2.99,362,29.26,Win
PF0661,M101,P0153,8.35,567,80.23,Win
PF0662,M101,P0154,6.74,411,70.38,Win
PF0663,M102,P0151,2.92,146,86.14,Win
PF0664,M102,P0152,5.07,658,25.04,Win
PF0665,M102,P0153,7.05,360,74.09,Win
PF0666,M102,P0154,8.02,599,100.00,Win
PF0667,M102,P0155,8.06,252,74.17,Win
PF0668,M102,P0541,8.49,0,22.11,Loss
PF0669,M102,P0542,1.73,386,62.29,Loss
PF0670,M102,P0543,0.76,332,90.67,Loss
PF0671,M102,P0544,1.78,403,93.14,Loss
PF0672,M102,P0545,6.34,671,100.00,Loss
PF0673,M103,P0541,5.88,625,69.00,Loss
PF0674,M103,P0542,2.10,481,3.25,Loss
PF0675,M103,P0543,8.95,87,9.16,Loss
PF0676,M103,P0544,0.00,112,2.31,Loss
PF0677,M103,P0545,8.37,506,7.82,Loss
PF0678,M103,P0531,0.00,133,64.18,Win
PF0679,M103,P0532,0.00,0,19.07,Win
PF0680,M103,P0533,0.91,105,20.16,Win
PF0681,M103,P0534,0.00,131,38.25,Win
PF0682,M103,P0535,5.40,281,100.00,Win
PF0683,M105,P0171,1.35,534,35.91,
PF0684,M105,P0172,7.23,0,86.63,
PF0685,M105,P0173,4.19,0,18.98,
PF0686,M105,P0174,5.40,79,79.12,
PF0687,M105,P0175,4.38,3,78.67,
PF0688,M105,P0331,5.18,495,30.42,
PF0689,M105,P0332,0.00,149,15.96,
PF0690,M105,P0333,1.19,410,9.52,
PF0691,M105,P0334,5.91,104,100.00,
PF0692,M105,P0335,6.81,144,40.10,
PF0693,M108,P0326,6.32,15,100.00,Win
PF0694,M108,P0327,8.15,87,93.01,Win
PF0695,M108,P0328,0.00,0,34.69,Win
PF0696,M108,P0329,0.00,0,100.00,Win
PF0697,M108,P0330,2.15,366,56.12,Win
PF0698,M108,P0026,1.65,2,100.00,Loss
PF0699,M108,P0027,0.00,88,59.22,Loss
PF0700,M108,P0028,0.00,86,89.08,Loss
PF0701,M108,P0029,2.85,655,9.10,Loss
PF0702,M108,P0030,3.17,681,52.04,Loss
PF0703,M109,P0026,6.72,446,100.00,Loss
PF0704,M109,P0027,4.78,557,100.00,Loss
PF0705,M109,P0028,0.00,12,99.13,Loss
PF0706,M109,P0029,8.43,233,80.81,Loss
PF0707,M109,P0030,6.90,493,88.11,Loss
PF0708,M109,P0551,0.00,35,17.63,Win
PF0709,M109,P0552,1.75,293,100.00,Win
PF0710,M109,P0553,7.13,282,63.17,Win
PF0711,M109,P0554,3.23,228,15.75,Win
PF0712,M109,P0555,6.28,509,37.44,Win
PF0713,M110,P0551,1.53,0,100.00,Win
PF0714,M110,P0552,5.88,600,71.17,Win
PF0715,M110,P0553,4.37,515,66.69,Win
PF0716,M110,P0554,8.36,430,87.75,Win
PF0717,M110,P0555,0.42,596,89.77,Win
PF0718,M110,P0226,2.93,647,89.31,Loss
PF0719,M110,P0227,6.46,164,71.26,Loss
PF0720,M110,P0229,5.69,652,56.64,Loss
PF0721,M110,P0230,0.38,385,7.57,Loss
PF0722,M111,P0226,0.00,339,73.76,Loss
PF0723,M111,P0228,2.37,158,100.00,Loss
PF0724,M111,P0229,4.66,524,51.45,Loss
PF0725,M111,P0230,5.66,12,75.53,Loss
PF0726,M111,P0096,1.57,0,75.53,Win
PF0727,M111,P0097,0.33,510,52.18,Win
PF0728,M111,P0098,4.35,299,23.38,Win
PF0729,M111,P0100,7.85,232,81.50,Win
PF0730,M112,P0096,7.47,421,2.12,Win
PF0731,M112,P0097,6.02,696,34.71,Win
PF0732,M112,P0098,5.96,542,100.00,Win
PF0733,M112,P0099,0.00,291,100.00,Win
PF0734,M112,P0556,0.00,500,100.00,Loss
PF0735,M112,P0557,3.45,343,86.55,Loss
PF0736,M112,P0558,0.00,136,19.02,Loss
PF0737,M112,P0559,3.70,694,10.74,Loss
PF0738,M112,P0560,5.36,126,100.00,Loss
PF0739,M114,P0456,7.50,257,52.61,
PF0740,M114,P0457,5.35,56,18.45,
PF0741,M114,P0458,8.38,472,3.76,
PF0742,M114,P0459,1.57,10,16.60,
PF0743,M114,P0460,3.66,450,4.77,
PF0744,M114,P0466,5.76,21,65.75,
PF0745,M114,P0467,4.62,373,58.98,
PF0746,M114,P0468,5.96,211,96.74,
PF0747,M114,P0469,1.13,70,15.87,
PF0748,M114,P0470,7.05,638,39.99,
PF0749,M117,P0431,8.92,687,47.78,Loss
PF0750,M117,P0432,0.79,517,100.00,Loss
PF0751,M117,P0433,7.46,545,100.00,Loss
PF0752,M117,P0434,0.55,366,17.21,Loss
PF0753,M117,P0435,1.82,592,54.26,Loss
PF0754,M117,P0316,0.79,124,22.97,Win
PF0755,M117,P0317,0.00,80,19.46,Win
PF0756,M117,P0318,5.20,426,3.87,Win
PF0757,M117,P0320,0.00,459,63.39,Win
PF0758,M118,P0316,7.82,172,63.28,Win
PF0759,M118,P0318,4.77,421,93.40,Win
PF0760,M118,P0319,0.73,0,65.81,Win
PF0761,M118,P0320,0.12,176,99.85,Win
PF0762,M118,P0161,1.56,312,46.29,Loss
PF0763,M118,P0162,4.27,389,27.30,Loss
PF0764,M118,P0163,0.00,612,96.55,Loss
PF0765,M118,P0164,0.16,112,50.97,Loss
PF0766,M118,P0165,0.00,320,56.49,Loss
PF0767,M119,P0161,0.73,482,60.21,Loss
PF0768,M119,P0162,0.83,152,45.03,Loss
PF0769,M119,P0163,7.81,25,26.40,Loss
PF0770,M119,P0164,4.96,202,61.78,Loss
PF0771,M119,P0165,5.01,651,17.79,Loss
PF0772,M119,P0461,5.76,395,12.88,Win
PF0773,M119,P0462,2.39,73,19.40,Win
PF0774,M119,P0463,6.79,677,100.00,Win
PF0775,M119,P0464,0.00,277,100.00,Win
PF0776,M119,P0465,3.59,45,56.84,Win
PF0777,M120,P0461,0.00,76,26.03,Win
PF0778,M120,P0462,0.17,104,100.00,Win
PF0779,M120,P0463,6.88,0,57.86,Win
PF0780,M120,P0464,4.19,573,3.98,Win
PF0781,M120,P0465,5.10,44,100.00,Win
PF0782,M120,P0476,2.76,4,39.82,Loss
PF0783,M120,P0477,0.89,296,56.30,Loss
PF0784,M120,P0478,7.91,265,82.02,Loss
PF0785,M120,P0479,2.65,81,50.43,Loss
PF0786,M120,P0480,4.46,653,83.53,Loss
PF0787,M121,P0476,4.55,310,0.63,Loss
PF0788,M121,P0477,4.74,151,76.21,Loss
PF0789,M121,P0478,2.91,644,58.99,Loss
PF0790,M121,P0479,3.43,396,100.00,Loss
PF0791,M121,P0480,5.50,395,71.86,Loss
PF0792,M121,P0406,0.00,678,39.45,Win
PF0793,M121,P0407,0.00,492,67.71,Win
PF0794,M121,P0408,3.23,40,62.62,Win
PF0795,M121,P0409,3.55,127,76.78,Win
PF0796,M121,P0410,2.60,333,47.56,Win
PF0797,M123,P0406,6.69,542,44.06,
PF0798,M123,P0407,7.25,196,65.07,
PF0799,M123,P0408,8.00,519,47.56,
PF0800,M123,P0409,0.00,615,14.58,
PF0801,M123,P0410,8.64,0,78.67,
PF0802,M123,P0471,7.80,314,87.35,
PF0803,M123,P0472,6.18,605,100.00,
PF0804,M123,P0473,0.00,687,86.57,
PF0805,M123,P0474,8.25,18,83.22,
PF0806,M123,P0475,6.73,466,53.82,
PF0807,M126,P0036,0.00,342,45.96,Win
PF0808,M126,P0037,5.54,0,44.13,Win
PF0809,M126,P0038,7.62,567,41.79,Win
PF0810,M126,P0039,1.63,568,10.16,Win
PF0811,M126,P0040,0.00,591,58.91,Win
PF0812,M126,P0126,4.79,421,100.00,Loss
PF0813,M126,P0127,0.87,250,23.14,Loss
PF0814,M126,P0128,8.69,519,95.79,Loss
PF0815,M126,P0129,5.73,241,32.27,Loss
PF0816,M126,P0130,8.13,196,7.25,Loss
PF0817,M127,P0076,6.71,280,53.90,Loss
PF0818,M127,P0077,1.21,0,62.85,Loss
PF0819,M127,P0078,8.23,430,1.19,Loss
PF0820,M127,P0079,7.56,51,56.73,Loss
PF0821,M127,P0080,8.20,484,66.50,Loss
PF0822,M127,P0002,7.47,271,98.72,Win
PF0823,M127,P0003,0.00,454,100.00,Win
PF0824,M127,P0004,3.69,351,99.22,Win
PF0825,M127,P0005,0.06,457,87.36,Win
PF0826,M128,P0126,2.50,286,79.97,Win
PF0827,M128,P0127,0.28,305,90.34,Win
PF0828,M128,P0128,4.29,576,11.99,Win
PF0829,M128,P0129,0.32,411,34.81,Win
PF0830,M128,P0130,1.09,2,100.00,Win
PF0831,M128,P0216,3.52,35,71.05,Loss
PF0832,M128,P0217,1.19,0,97.66,Loss
PF0833,M128,P0218,4.05,0,92.11,Loss
PF0834,M128,P0219,6.41,523,24.36,Loss
PF0835,M128,P0220,0.27,292,52.99,Loss
PF0836,M129,P0001,1.59,201,100.00,Loss
PF0837,M129,P0002,5.71,50,23.76,Loss
PF0838,M129,P0003,2.68,285,27.00,Loss
PF0839,M129,P0004,6.28,208,61.48,Loss
PF0840,M129,P0005,4.89,217,93.28,Loss
PF0841,M129,P0571,3.87,651,71.72,Win
PF0842,M129,P0572,0.00,0,47.30,Win
PF0843,M129,P0573,6.78,613,90.87,Win
PF0844,M129,P0574,1.52,649,22.59,Win
PF0845,M129,P0575,0.00,417,90.27,Win
PF0846,M130,P0216,3.53,533,100.00,Win
PF0847,M130,P0217,4.60,515,36.64,Win
PF0848,M130,P0218,0.00,268,67.85,Win
PF0849,M130,P0219,6.40,528,43.00,Win
PF0850,M130,P0220,8.43,473,36.07,Win
PF0851,M130,P0296,0.00,308,100.00,Loss
PF0852,M130,P0297,4.39,665,52.18,Loss
PF0853,M130,P0299,7.46,0,100.00,Loss
PF0854,M130,P0300,0.00,627,57.82,Loss
PF0855,M132,P0296,2.55,22,36.04,
PF0856,M132,P0297,0.00,259,93.55,
PF0857,M132,P0298,4.90,404,100.00,
PF0858,M132,P0299,4.84,170,99.19,
PF0859,M132,P0300,3.46,483,63.53,
PF0860,M132,P0416,7.05,212,65.05,
PF0861,M132,P0417,5.63,226,58.96,
PF0862,M132,P0418,2.96,678,100.00,
PF0863,M132,P0419,3.91,660,58.30,
PF0864,M132,P0420,2.19,105,80.87,
PF0865,M135,P0521,8.47,542,89.76,Loss
PF0866,M135,P0522,0.00,469,97.38,Loss
PF0867,M135,P0523,7.93,123,20.43,Loss
PF0868,M135,P0524,2.40,534,49.88,Loss
PF0869,M135,P0525,7.75,467,77.78,Loss
PF0870,M135,P0051,0.00,387,100.00,Win
PF0871,M135,P0052,0.00,187,89.87,Win
PF0872,M135,P0053,1.90,249,98.69,Win
PF0873,M135,P0054,6.93,616,17.51,Win
PF0874,M135,P0055,7.08,661,49.23,Win
PF0875,M136,P0061,0.00,216,41.61,Win
PF0876,M136,P0062,5.70,353,100.00,Win
PF0877,M136,P0063,3.58,134,13.64,Win
PF0878,M136,P0064,0.00,280,60.19,Win
PF0879,M136,P0065,0.00,550,10.32,Win
PF0880,M136,P0236,8.98,265,74.55,Loss
PF0881,M136,P0237,1.20,74,82.71,Loss
PF0882,M136,P0238,1.26,45,15.70,Loss
PF0883,M136,P0239,0.00,0,44.32,Loss
PF0884,M136,P0240,0.00,675,100.00,Loss
PF0885,M137,P0051,5.04,438,32.83,Loss
PF0886,M137,P0052,7.22,145,79.67,Loss
PF0887,M137,P0053,1.53,84,8.80,Loss
PF0888,M137,P0054,5.95,331,17.21,Loss
PF0889,M137,P0055,5.01,462,55.30,Loss
PF0890,M137,P0506,4.85,268,55.53,Win
PF0891,M137,P0507,4.84,670,10.36,Win
PF0892,M137,P0508,2.24,519,63.85,Win
PF0893,M137,P0509,4.81,28,59.56,Win
PF0894,M137,P0510,6.94,303,34.03,Win
PF0895,M138,P0236,2.94,125,20.21,Win
PF0896,M138,P0237,4.26,293,86.48,Win
PF0897,M138,P0238,0.06,552,41.52,Win
PF0898,M138,P0239,5.85,598,43.40,Win
PF0899,M138,P0240,3.03,0,1.01,Win
PF0900,M138,P0101,0.00,224,3.48,Loss
PF0901,M138,P0102,7.99,534,35.39,Loss
PF0902,M138,P0103,0.00,558,60.46,Loss
PF0903,M138,P0104,0.46,434,3.43,Loss
PF0904,M138,P0105,1.11,493,58.69,Loss
PF0905,M139,P0506,4.83,61,94.27,Loss
PF0906,M139,P0507,6.21,536,28.70,Loss
PF0907,M139,P0508,7.31,558,82.38,Loss
PF0908,M139,P0509,7.35,220,100.00,Loss
PF0909,M139,P0510,7.46,379,59.11,Loss
PF0910,M139,P0066,0.30,620,100.00,Win
PF0911,M139,P0067,6.49,642,5.75,Win
PF0912,M139,P0068,1.86,123,52.36,Win
PF0913,M139,P0069,7.38,0,40.54,Win
PF0914,M139,P0070,0.00,594,73.48,Win
PF0915,M141,P0066,0.00,688,87.21,
PF0916,M141,P0067,1.15,57,62.39,
PF0917,M141,P0068,4.03,29,27.16,
PF0918,M141,P0069,6.60,0,39.99,
PF0919,M141,P0070,7.20,522,86.78,
PF0920,M141,P0221,0.00,257,100.00,
PF0921,M141,P0222,2.62,171,1.38,
PF0922,M141,P0223,2.31,28,25.79,
PF0923,M141,P0224,1.65,146,12.23,
PF0924,M141,P0225,6.01,592,94.59,
PF0925,M144,P0131,0.00,44,60.70,Win
PF0926,M144,P0132,1.13,544,91.28,Win
PF0927,M144,P0133,7.98,610,98.41,Win
PF0928,M144,P0134,1.64,433,86.47,Win
PF0929,M144,P0135,1.22,58,71.43,Win
PF0930,M144,P0537,1.09,408,100.00,Loss
PF0931,M144,P0538,0.00,586,5.94,Loss
PF0932,M144,P0539,8.55,111,2.84,Loss
PF0933,M144,P0540,2.45,211,90.53,Loss
PF0934,M145,P0197,4.83,89,68.79,Loss
PF0935,M145,P0198,1.51,541,15.90,Loss
PF0936,M145,P0199,0.00,655,100.00,Loss
PF0937,M145,P0200,3.54,642,96.02,Loss
PF0938,M145,P0136,0.50,130,49.32,Win
PF0939,M145,P0137,2.23,10,8.64,Win
PF0940,M145,P0138,4.57,334,100.00,Win
PF0941,M145,P0139,5.40,383,69.21,Win
PF0942,M145,P0140,0.00,558,65.80,Win
PF0943,M146,P0536,2.89,607,19.87,Win
PF0944,M146,P0537,0.49,390,81.21,Win
PF0945,M146,P0538,5.55,0,81.24,Win
PF0946,M146,P0539,0.00,431,100.00,Win
PF0947,M146,P0540,0.19,182,100.00,Win
PF0948,M146,P0321,7.13,378,72.48,Loss
PF0949,M146,P0322,0.28,39,22.45,Loss
PF0950,M146,P0323,5.58,123,63.47,Loss
PF0951,M146,P0324,0.00,137,13.23,Loss
PF0952,M146,P0325,0.08,191,86.58,Loss
PF0953,M147,P0136,0.00,532,28.99,Loss
PF0954,M147,P0137,6.34,94,29.03,Loss
PF0955,M147,P0138,8.64,575,1.23,Loss
PF0956,M147,P0139,5.18,665,52.97,Loss
PF0957,M147,P0140,0.00,691,30.26,Loss
PF0958,M147,P0376,0.30,165,59.89,Win
PF0959,M147,P0377,0.00,328,34.15,Win
PF0960,M147,P0378,0.00,520,100.00,Win
PF0961,M147,P0379,6.96,437,7.47,Win
PF0962,M148,P0321,5.29,593,63.60,Win
PF0963,M148,P0322,4.31,489,14.80,Win
PF0964,M148,P0323,0.00,197,10.34,Win
PF0965,M148,P0324,0.00,477,100.00,Win
PF0966,M148,P0325,8.87,193,34.43,Win
PF0967,M148,P0546,0.00,651,53.25,Loss
PF0968,M148,P0547,4.65,488,98.31,Loss
PF0969,M148,P0548,5.90,115,100.00,Loss
PF0970,M148,P0549,7.25,314,16.91,Loss
PF0971,M148,P0550,4.18,373,99.65,Loss
PF0972,M150,P0546,5.88,43,54.36,
PF0973,M150,P0547,8.16,14,65.85,
PF0974,M150,P0548,2.00,378,60.12,
PF0975,M150,P0549,7.93,467,100.00,
PF0976,M150,P0550,7.19,127,17.91,
PF0977,M150,P0156,0.00,181,10.10,
PF0978,M150,P0157,9.00,614,71.35,
PF0979,M150,P0158,8.96,227,81.45,
PF0980,M150,P0159,7.81,666,0.39,
PF0981,M150,P0160,2.03,264,23.27,
PF0982,M153,P0301,7.45,670,22.47,Loss
PF0983,M153,P0302,0.00,130,97.26,Loss
PF0984,M153,P0303,0.55,675,76.12,Loss
PF0985,M153,P0304,6.81,327,16.16,Loss
PF0986,M153,P0305,8.37,178,91.22,Loss
PF0987,M153,P0121,4.90,607,70.00,Win
PF0988,M153,P0122,4.61,254,69.07,Win
PF0989,M153,P0123,1.58,634,100.00,Win
PF0990,M153,P0124,4.95,89,100.00,Win
PF0991,M153,P0125,1.63,184,40.27,Win
PF0992,M154,P0391,5.63,17,75.40,Win
PF0993,M154,P0392,0.00,370,51.88,Win
PF0994,M154,P0393,0.00,634,50.88,Win
PF0995,M154,P0394,0.00,477,70.11,Win
PF0996,M154,P0395,0.00,417,86.84,Win
PF0997,M154,P0581,2.78,37,86.14,Loss
PF0998,M154,P0582,6.98,575,47.63,Loss
PF0999,M154,P0583,1.25,627,100.00,Loss
PF1000,M154,P0584,0.00,537,100.00,Loss
PF1001,M154,P0585,1.30,22,38.21,Loss
PF1002,M155,P0121,1.47,616,68.90,Loss
PF1003,M155,P0122,0.81,503,85.18,Loss
PF1004,M155,P0123,8.11,546,15.64,Loss
PF1005,M155,P0124,4.93,582,100.00,Loss
PF1006,M155,P0125,3.77,541,71.93,Loss
PF1007,M155,P0381,8.04,157,44.98,Win
PF1008,M155,P0382,9.00,105,100.00,Win
PF1009,M155,P0383,7.41,2,100.00,Win
PF1010,M155,P0384,0.65,150,32.56,Win
PF1011,M155,P0385,6.55,208,41.39,Win
PF1012,M156,P0581,0.00,242,88.94,Win
PF1013,M156,P0582,7.77,420,19.27,Win
PF1014,M156,P0583,0.00,567,41.62,Win
PF1015,M156,P0584,4.73,202,64.42,Win
PF1016,M156,P0585,1.50,402,100.00,Win
PF1017,M156,P0211,5.32,331,98.93,Loss
PF1018,M156,P0212,5.46,289,4.10,Loss
PF1019,M156,P0213,0.00,415,67.42,Loss
PF1020,M156,P0214,2.93,557,86.68,Loss
PF1021,M156,P0215,0.93,89,1.95,Loss
PF1022,M157,P0381,8.75,123,67.57,Loss
PF1023,M157,P0383,7.61,658,12.70,Loss
PF1024,M157,P0384,0.00,466,51.51,Loss
PF1025,M157,P0385,2.80,340,73.94,Loss
PF1026,M157,P0251,0.18,118,43.85,Win
PF1027,M157,P0252,8.63,125,55.29,Win
PF1028,M157,P0254,5.60,293,83.81,Win
PF1029,M157,P0255,1.21,228,51.04,Win
PF1030,M159,P0251,4.55,589,23.88,
PF1031,M159,P0252,4.72,582,1.00,
PF1032,M159,P0253,0.79,373,100.00,
PF1033,M159,P0254,0.00,124,100.00,
PF1034,M159,P0255,5.91,0,46.18,
PF1035,M159,P0411,2.10,248,1.68,
PF1036,M159,P0412,1.33,433,80.83,
PF1037,M159,P0413,7.83,493,48.70,
PF1038,M159,P0414,4.78,417,100.00,
PF1039,M159,P0415,5.49,491,87.71,
PF1040,M162,P0496,0.00,195,34.80,Win
PF1041,M162,P0497,8.27,613,15.70,Win
PF1042,M162,P0498,6.23,489,7.94,Win
PF1043,M162,P0499,6.47,0,11.15,Win
PF1044,M162,P0500,1.61,209,51.79,Win
PF1045,M162,P0396,5.04,382,100.00,Loss
PF1046,M162,P0397,2.14,577,74.62,Loss
PF1047,M162,P0398,3.61,656,52.96,Loss
PF1048,M162,P0399,2.30,326,57.33,Loss
PF1049,M162,P0400,2.02,621,28.49,Loss
PF1050,M163,P0511,1.93,578,12.65,Loss
PF1051,M163,P0512,8.58,62,82.02,Loss
PF1052,M163,P0513,3.31,457,31.70,Loss
PF1053,M163,P0514,7.33,116,24.44,Loss
PF1054,M163,P0515,0.00,454,42.82,Loss
PF1055,M163,P0177,3.46,342,34.74,Win
PF1056,M163,P0178,1.96,129,96.26,Win
PF1057,M163,P0179,2.55,152,4.49,Win
PF1058,M163,P0180,0.09,0,100.00,Win
PF1059,M164,P0396,0.77,622,100.00,Win
PF1060,M164,P0397,0.00,613,13.72,Win
PF1061,M164,P0398,8.63,398,100.00,Win
PF1062,M164,P0399,7.16,596,37.36,Win
PF1063,M164,P0400,4.55,88,19.71,Win
PF1064,M164,P0426,0.59,552,100.00,Loss
PF1065,M164,P0427,6.31,106,100.00,Loss
PF1066,M164,P0428,4.93,365,88.60,Loss
PF1067,M164,P0429,6.75,485,47.12,Loss
PF1068,M164,P0430,7.31,590,10.92,Loss
PF1069,M165,P0176,0.00,87,100.00,Loss
PF1070,M165,P0177,8.51,683,42.69,Loss
PF1071,M165,P0178,0.35,641,28.85,Loss
PF1072,M165,P0179,7.12,30,97.35,Loss
PF1073,M165,P0180,7.52,296,25.59,Loss
PF1074,M165,P0266,0.12,89,38.81,Win
PF1075,M165,P0267,3.13,482,100.00,Win
PF1076,M165,P0268,8.07,389,57.04,Win
PF1077,M165,P0269,5.92,624,45.24,Win
PF1078,M165,P0270,8.40,281,62.49,Win
PF1079,M166,P0426,0.00,356,20.16,Win
PF1080,M166,P0427,2.92,369,100.00,Win
PF1081,M166,P0428,7.92,373,100.00,Win
PF1082,M166,P0429,5.42,532,10.83,Win
PF1083,M166,P0430,4.45,317,100.00,Win
PF1084,M166,P0596,3.41,533,100.00,Loss
PF1085,M166,P0597,5.87,593,40.41,Loss
PF1086,M166,P0598,7.47,507,90.91,Loss
PF1087,M166,P0599,1.43,153,59.88,Loss
PF1088,M166,P0600,0.53,592,83.49,Loss
PF1089,M168,P0596,5.00,22,75.80,
PF1090,M168,P0597,5.16,506,36.98,
PF1091,M168,P0598,8.93,664,29.06,
PF1092,M168,P0599,0.00,442,93.97,
PF1093,M168,P0600,2.29,38,0.35,
PF1094,M168,P0402,0.00,359,75.32,
PF1095,M168,P0403,7.77,227,82.62,
PF1096,M168,P0404,0.20,534,41.15,
PF1097,M168,P0405,1.95,368,66.62,
PF1098,M171,P0261,0.00,157,77.41,Loss
PF1099,M171,P0262,4.65,635,12.78,Loss
PF1100,M171,P0263,0.00,695,71.75,Loss
PF1101,M171,P0264,5.82,311,34.52,Loss
PF1102,M171,P0265,7.27,339,48.26,Loss
PF1103,M171,P0371,0.00,136,98.34,Win
PF1104,M171,P0372,5.67,324,25.40,Win
PF1105,M171,P0373,3.88,506,56.79,Win
PF1106,M171,P0374,2.87,428,36.10,Win
PF1107,M171,P0375,6.21,336,4.35,Win
PF1108,M172,P0421,7.49,369,15.62,Win
PF1109,M172,P0422,8.45,0,7.49,Win
