Entry_ID,Player_ID,Team_ID,Match_ID,Entry_Date,Seed_Rank,Entry_Status
E0479,P0284,T057,M048,2025-03-01,4,Confirmed
E0480,P0285,T057,M048,2025-03-01,5,Confirmed
E0481,P0281,T057,M049,2025-03-09,1,Confirmed
E0482,P0282,T057,M049,2025-03-09,2,Confirmed
E0483,P0283,T057,M049,2025-03-09,3,Confirmed
E0484,P0284,T057,M049,2025-03-09,4,Confirmed
E0485,P0285,T057,M049,2025-03-09,5,Confirmed
E0486,P0401,T081,M049,2025-03-09,1,Confirmed
E0487,P0402,T081,M049,2025-03-09,2,Confirmed
E0488,P0403,T081,M049,2025-03-09,3,Confirmed
E0489,P0404,T081,M049,2025-03-09,4,Confirmed
E0490,P0405,T081,M049,2025-03-09,5,Confirmed
E0491,P0401,T081,M050,2025-03-06,1,Confirmed
E0492,P0402,T081,M050,2025-03-06,2,Confirmed
E0493,P0403,T081,M050,2025-03-06,3,Confirmed
E0494,P0404,T081,M050,2025-03-06,4,Confirmed
E0495,P0405,T081,M050,2025-03-06,5,Waitlist
E0496,P0261,T053,M050,2025-03-06,1,Confirmed
E0497,P0262,T053,M050,2025-03-06,2,Confirmed
E0498,P0263,T053,M050,2025-03-06,3,Confirmed
E0499,P0264,T053,M050,2025-03-06,4,Confirmed
E0500,P0265,T053,M050,2025-03-06,5,Confirmed
E0501,P0261,T053,M051,2025-02-21,1,Confirmed
E0502,P0262,T053,M051,2025-02-21,2,Confirmed
E0503,P0263,T053,M051,2025-02-21,3,Confirmed
E0504,P0264,T053,M051,2025-02-21,4,Confirmed
E0505,P0265,T053,M051,2025-02-21,5,Confirmed
E0506,P0421,T085,M051,2025-02-21,1,Confirmed
E0507,P0422,T085,M051,2025-02-21,2,Confirmed
E0508,P0423,T085,M051,2025-02-21,3,Confirmed
E0509,P0424,T085,M051,2025-02-21,4,Confirmed
E0510,P0425,T085,M051,2025-02-21,5,Confirmed
E0511,P0421,T085,M052,2025-03-11,1,Confirmed
E0512,P0422,T085,M052,2025-03-11,2,Confirmed
E0513,P0423,T085,M052,2025-03-11,3,Confirmed
E0514,P0424,T085,M052,2025-03-11,4,Withdrawn
E0515,P0425,T085,M052,2025-03-11,5,Withdrawn
E0516,P0371,T075,M052,2025-03-11,1,Withdrawn
E0517,P0372,T075,M052,2025-03-11,2,Withdrawn
E0518,P0373,T075,M052,2025-03-11,3,Withdrawn
E0519,P0374,T075,M052,2025-03-11,4,Withdrawn
E0520,P0375,T075,M052,2025-03-11,5,Confirmed
E0521,P0371,T075,M053,2025-02-21,1,Confirmed
E0522,P0372,T075,M053,2025-02-21,2,Confirmed
E0523,P0373,T075,M053,2025-02-21,3,Confirmed
E0524,P0374,T075,M053,2025-02-21,4,Confirmed
E0525,P0375,T075,M053,2025-02-21,5,Confirmed
E0526,P0351,T071,M053,2025-02-21,1,Confirmed
E0527,P0352,T071,M053,2025-02-21,2,Confirmed
E0528,P0353,T071,M053,2025-02-21,3,Confirmed
E0529,P0354,T071,M053,2025-02-21,4,Confirmed
E0530,P0355,T071,M053,2025-02-21,5,Confirmed
E0531,P0351,T071,M054,2025-03-09,1,Confirmed
E0532,P0352,T071,M054,2025-03-09,2,Confirmed
E0533,P0353,T071,M054,2025-03-09,3,Disqualified
E0534,P0354,T071,M054,2025-03-09,4,Confirmed
E0535,P0355,T071,M054,2025-03-09,5,Disqualified
E0536,P0116,T024,M054,2025-03-09,1,Confirmed
E0537,P0117,T024,M054,2025-03-09,2,Confirmed
E0538,P0118,T024,M054,2025-03-09,3,Confirmed
E0539,P0119,T024,M054,2025-03-09,4,Confirmed
E0540,P0120,T024,M054,2025-03-09,5,Confirmed
E0541,P0116,T024,M055,2025-02-25,1,Confirmed
E0542,P0117,T024,M055,2025-02-25,2,Confirmed
E0543,P0118,T024,M055,2025-02-25,3,Confirmed
E0544,P0119,T024,M055,2025-02-25,4,Disqualified
E0545,P0120,T024,M055,2025-02-25,5,Confirmed
E0546,P0021,T005,M055,2025-02-25,1,Confirmed
E0547,P0022,T005,M055,2025-02-25,2,Confirmed
E0548,P0023,T005,M055,2025-02-25,3,Confirmed
E0549,P0024,T005,M055,2025-02-25,4,Confirmed
E0550,P0025,T005,M055,2025-02-25,5,Confirmed
E0551,P0021,T005,M056,2025-02-27,1,Confirmed
E0552,P0022,T005,M056,2025-02-27,2,Confirmed
E0553,P0023,T005,M056,2025-02-27,3,Confirmed
E0554,P0024,T005,M056,2025-02-27,4,Disqualified
E0555,P0025,T005,M056,2025-02-27,5,Confirmed
E0556,P0451,T091,M056,2025-02-27,1,Confirmed
E0557,P0452,T091,M056,2025-02-27,2,Confirmed
E0558,P0453,T091,M056,2025-02-27,3,Confirmed
E0559,P0454,T091,M056,2025-02-27,4,Confirmed
E0560,P0455,T091,M056,2025-02-27,5,Confirmed
E0561,P0451,T091,M057,2025-03-03,1,Confirmed
E0562,P0452,T091,M057,2025-03-03,2,Confirmed
E0563,P0453,T091,M057,2025-03-03,3,Confirmed
E0564,P0454,T091,M057,2025-03-03,4,Confirmed
E0565,P0455,T091,M057,2025-03-03,5,Disqualified
E0566,P0146,T030,M057,2025-03-03,1,Confirmed
E0567,P0147,T030,M057,2025-03-03,2,Confirmed
E0568,P0148,T030,M057,2025-03-03,3,Confirmed
E0569,P0149,T030,M057,2025-03-03,4,Confirmed
E0570,P0150,T030,M057,2025-03-03,5,Confirmed
E0571,P0146,T030,M058,2025-03-11,1,Confirmed
E0572,P0147,T030,M058,2025-03-11,2,Confirmed
E0573,P0148,T030,M058,2025-03-11,3,Confirmed
E0574,P0149,T030,M058,2025-03-11,4,Confirmed
E0575,P0150,T030,M058,2025-03-11,5,Confirmed
E0576,P0491,T099,M058,2025-03-11,1,Confirmed
E0577,P0492,T099,M058,2025-03-11,2,Confirmed
E0578,P0493,T099,M058,2025-03-11,3,Confirmed
E0579,P0494,T099,M058,2025-03-11,4,Confirmed
E0580,P0495,T099,M058,2025-03-11,5,Confirmed
E0581,P0491,T099,M059,2025-03-12,1,Confirmed
E0582,P0492,T099,M059,2025-03-12,2,Confirmed
E0583,P0493,T099,M059,2025-03-12,3,Waitlist
E0584,P0494,T099,M059,2025-03-12,4,Confirmed
E0585,P0495,T099,M059,2025-03-12,5,Confirmed
E0586,P0071,T015,M059,2025-03-12,1,Confirmed
E0587,P0072,T015,M059,2025-03-12,2,Confirmed
E0588,P0073,T015,M059,2025-03-12,3,Waitlist
E0589,P0074,T015,M059,2025-03-12,4,Confirmed
E0590,P0075,T015,M059,2025-03-12,5,Confirmed
E0591,P0071,T015,M060,2025-02-26,1,Confirmed
E0592,P0072,T015,M060,2025-02-26,2,Confirmed
E0593,P0073,T015,M060,2025-02-26,3,Confirmed
E0594,P0074,T015,M060,2025-02-26,4,Confirmed
E0595,P0075,T015,M060,2025-02-26,5,Confirmed
E0596,P0206,T042,M060,2025-02-26,1,Confirmed
E0597,P0207,T042,M060,2025-02-26,2,Confirmed
E0598,P0208,T042,M060,2025-02-26,3,Confirmed
E0599,P0209,T042,M060,2025-02-26,4,Confirmed
E0600,P0210,T042,M060,2025-02-26,5,Confirmed
E0601,P0206,T042,M061,2025-03-05,1,Withdrawn
E0602,P0207,T042,M061,2025-03-05,2,Withdrawn
E0603,P0208,T042,M061,2025-03-05,3,Confirmed
E0604,P0209,T042,M061,2025-03-05,4,Withdrawn
E0605,P0210,T042,M061,2025-03-05,5,Withdrawn
E0606,P0481,T097,M061,2025-03-05,1,Withdrawn
E0607,P0482,T097,M061,2025-03-05,2,Confirmed
E0608,P0483,T097,M061,2025-03-05,3,Withdrawn
E0609,P0484,T097,M061,2025-03-05,4,Confirmed
E0610,P0485,T097,M061,2025-03-05,5,Confirmed
E0611,P0481,T097,M062,2025-03-05,1,Confirmed
E0612,P0482,T097,M062,2025-03-05,2,Confirmed
E0613,P0483,T097,M062,2025-03-05,3,Confirmed
E0614,P0484,T097,M062,2025-03-05,4,Confirmed
E0615,P0485,T097,M062,2025-03-05,5,Confirmed
E0616,P0356,T072,M062,2025-03-05,1,Confirmed
E0617,P0357,T072,M062,2025-03-05,2,Confirmed
E0618,P0358,T072,M062,2025-03-05,3,Confirmed
E0619,P0359,T072,M062,2025-03-05,4,Confirmed
E0620,P0360,T072,M062,2025-03-05,5,Confirmed
E0621,P0356,T072,M063,2025-03-14,1,Confirmed
E0622,P0357,T072,M063,2025-03-14,2,Confirmed
E0623,P0358,T072,M063,2025-03-14,3,Confirmed
E0624,P0359,T072,M063,2025-03-14,4,Confirmed
E0625,P0360,T072,M063,2025-03-14,5,Confirmed
E0626,P0011,T003,M063,2025-03-14,1,Confirmed
E0627,P0012,T003,M063,2025-03-14,2,Withdrawn
E0628,P0013,T003,M063,2025-03-14,3,Confirmed
E0629,P0014,T003,M063,2025-03-14,4,Confirmed
E0630,P0015,T003,M063,2025-03-14,5,Confirmed
E0631,P0011,T003,M064,2025-03-13,1,Confirmed
E0632,P0012,T003,M064,2025-03-13,2,Confirmed
E0633,P0013,T003,M064,2025-03-13,3,Confirmed
E0634,P0014,T003,M064,2025-03-13,4,Confirmed
E0635,P0015,T003,M064,2025-03-13,5,Confirmed
E0636,P0166,T034,M064,2025-03-13,1,Confirmed
E0637,P0167,T034,M064,2025-03-13,2,Withdrawn
E0638,P0168,T034,M064,2025-03-13,3,Confirmed
E0639,P0169,T034,M064,2025-03-13,4,Confirmed
E0640,P0170,T034,M064,2025-03-13,5,Confirmed
E0641,P0166,T034,M065,2025-03-09,1,Confirmed
E0642,P0167,T034,M065,2025-03-09,2,Confirmed
E0643,P0168,T034,M065,2025-03-09,3,Confirmed
E0644,P0169,T034,M065,2025-03-09,4,Confirmed
E0645,P0170,T034,M065,2025-03-09,5,Confirmed
E0646,P0016,T004,M065,2025-03-09,1,Confirmed
E0647,P0017,T004,M065,2025-03-09,2,Withdrawn
E0648,P0018,T004,M065,2025-03-09,3,Confirmed
E0649,P0019,T004,M065,2025-03-09,4,Confirmed
E0650,P0020,T004,M065,2025-03-09,5,Confirmed
E0651,P0016,T004,M066,2025-03-13,1,Confirmed
E0652,P0017,T004,M066,2025-03-13,2,Confirmed
E0653,P0018,T004,M066,2025-03-13,3,Confirmed
E0654,P0019,T004,M066,2025-03-13,4,Confirmed
E0655,P0020,T004,M066,2025-03-13,5,Confirmed
E0656,P0341,T069,M066,2025-03-13,1,Confirmed
E0657,P0342,T069,M066,2025-03-13,2,Confirmed
E0658,P0343,T069,M066,2025-03-13,3,Confirmed
E0659,P0344,T069,M066,2025-03-13,4,Confirmed
E0660,P0345,T069,M066,2025-03-13,5,Confirmed
E0661,P0341,T069,M067,2025-03-05,1,Confirmed
E0662,P0342,T069,M067,2025-03-05,2,Confirmed
E0663,P0343,T069,M067,2025-03-05,3,Confirmed
E0664,P0344,T069,M067,2025-03-05,4,Confirmed
E0665,P0345,T069,M067,2025-03-05,5,Confirmed
E0666,P0516,T104,M067,2025-03-05,1,Confirmed
E0667,P0517,T104,M067,2025-03-05,2,Confirmed
E0668,P0518,T104,M067,2025-03-05,3,Confirmed
E0669,P0519,T104,M067,2025-03-05,4,Confirmed
E0670,P0520,T104,M067,2025-03-05,5,Confirmed
E0671,P0516,T104,M068,2025-03-02,1,Confirmed
E0672,P0517,T104,M068,2025-03-02,2,Confirmed
E0673,P0518,T104,M068,2025-03-02,3,Confirmed
E0674,P0519,T104,M068,2025-03-02,4,Confirmed
E0675,P0520,T104,M068,2025-03-02,5,Confirmed
E0676,P0256,T052,M068,2025-03-02,1,Confirmed
E0677,P0257,T052,M068,2025-03-02,2,Confirmed
E0678,P0258,T052,M068,2025-03-02,3,Confirmed
E0679,P0259,T052,M068,2025-03-02,4,Confirmed
E0680,P0260,T052,M068,2025-03-02,5,Confirmed
E0681,P0256,T052,M069,2025-03-09,1,Confirmed
E0682,P0257,T052,M069,2025-03-09,2,Confirmed
E0683,P0258,T052,M069,2025-03-09,3,Confirmed
E0684,P0259,T052,M069,2025-03-09,4,Confirmed
E0685,P0260,T052,M069,2025-03-09,5,Confirmed
E0686,P0526,T106,M069,2025-03-09,1,Confirmed
E0687,P0527,T106,M069,2025-03-09,2,Confirmed
E0688,P0528,T106,M069,2025-03-09,3,Disqualified
E0689,P0529,T106,M069,2025-03-09,4,Confirmed
E0690,P0530,T106,M069,2025-03-09,5,Confirmed
E0691,P0526,T106,M070,2025-03-05,1,Confirmed
E0692,P0527,T106,M070,2025-03-05,2,Confirmed
E0693,P0528,T106,M070,2025-03-05,3,Withdrawn
E0694,P0529,T106,M070,2025-03-05,4,Withdrawn
E0695,P0530,T106,M070,2025-03-05,5,Withdrawn
E0696,P0241,T049,M070,2025-03-05,1,Confirmed
E0697,P0242,T049,M070,2025-03-05,2,Confirmed
E0698,P0243,T049,M070,2025-03-05,3,Confirmed
E0699,P0244,T049,M070,2025-03-05,4,Confirmed
E0700,P0245,T049,M070,2025-03-05,5,Confirmed
E0701,P0241,T049,M071,2025-03-05,1,Confirmed
E0702,P0242,T049,M071,2025-03-05,2,Confirmed
E0703,P0243,T049,M071,2025-03-05,3,Confirmed
E0704,P0244,T049,M071,2025-03-05,4,Confirmed
E0705,P0245,T049,M071,2025-03-05,5,Confirmed
E0706,P0576,T116,M071,2025-03-05,1,Confirmed
E0707,P0577,T116,M071,2025-03-05,2,Confirmed
E0708,P0578,T116,M071,2025-03-05,3,Confirmed
E0709,P0579,T116,M071,2025-03-05,4,Confirmed
E0710,P0580,T116,M071,2025-03-05,5,Confirmed
E0711,P0576,T116,M072,2025-03-06,1,Confirmed
E0712,P0577,T116,M072,2025-03-06,2,Confirmed
E0713,P0578,T116,M072,2025-03-06,3,Confirmed
E0714,P0579,T116,M072,2025-03-06,4,Confirmed
E0715,P0580,T116,M072,2025-03-06,5,Confirmed
E0716,P0291,T059,M072,2025-03-06,1,Confirmed
E0717,P0292,T059,M072,2025-03-06,2,Confirmed
E0718,P0293,T059,M072,2025-03-06,3,Confirmed
E0719,P0294,T059,M072,2025-03-06,4,Confirmed
E0720,P0295,T059,M072,2025-03-06,5,Confirmed
E0721,P0291,T059,M073,2025-03-05,1,Confirmed
E0722,P0292,T059,M073,2025-03-05,2,Confirmed
E0723,P0293,T059,M073,2025-03-05,3,Confirmed
E0724,P0294,T059,M073,2025-03-05,4,Confirmed
E0725,P0295,T059,M073,2025-03-05,5,Confirmed
E0726,P0446,T090,M073,2025-03-05,1,Confirmed
E0727,P0447,T090,M073,2025-03-05,2,Disqualified
E0728,P0448,T090,M073,2025-03-05,3,Confirmed
E0729,P0449,T090,M073,2025-03-05,4,Confirmed
E0730,P0450,T090,M073,2025-03-05,5,Confirmed
E0731,P0446,T090,M074,2025-03-16,1,Disqualified
E0732,P0447,T090,M074,2025-03-16,2,Confirmed
E0733,P0448,T090,M074,2025-03-16,3,Confirmed
E0734,P0449,T090,M074,2025-03-16,4,Confirmed
E0735,P0450,T090,M074,2025-03-16,5,Confirmed
E0736,P0141,T029,M074,2025-03-16,1,Confirmed
E0737,P0142,T029,M074,2025-03-16,2,Confirmed
E0738,P0143,T029,M074,2025-03-16,3,Confirmed
E0739,P0144,T029,M074,2025-03-16,4,Confirmed
E0740,P0145,T029,M074,2025-03-16,5,Confirmed
E0741,P0141,T029,M075,2025-03-15,1,Confirmed
E0742,P0142,T029,M075,2025-03-15,2,Confirmed
E0743,P0143,T029,M075,2025-03-15,3,Confirmed
E0744,P0144,T029,M075,2025-03-15,4,Confirmed
E0745,P0145,T029,M075,2025-03-15,5,Confirmed
E0746,P0361,T073,M075,2025-03-15,1,Confirmed
E0747,P0362,T073,M075,2025-03-15,2,Confirmed
E0748,P0363,T073,M075,2025-03-15,3,Withdrawn
E0749,P0364,T073,M075,2025-03-15,4,Confirmed
E0750,P0365,T073,M075,2025-03-15,5,Confirmed
E0751,P0361,T073,M076,2025-03-09,1,Confirmed
E0752,P0362,T073,M076,2025-03-09,2,Confirmed
E0753,P0363,T073,M076,2025-03-09,3,Confirmed
E0754,P0364,T073,M076,2025-03-09,4,Confirmed
E0755,P0365,T073,M076,2025-03-09,5,Confirmed
E0756,P0091,T019,M076,2025-03-09,1,Confirmed
E0757,P0092,T019,M076,2025-03-09,2,Confirmed
E0758,P0093,T019,M076,2025-03-09,3,Confirmed
E0759,P0094,T019,M076,2025-03-09,4,Confirmed
E0760,P0095,T019,M076,2025-03-09,5,Confirmed
E0761,P0091,T019,M077,2025-03-16,1,Confirmed
E0762,P0092,T019,M077,2025-03-16,2,Confirmed
E0763,P0093,T019,M077,2025-03-16,3,Waitlist
E0764,P0094,T019,M077,2025-03-16,4,Confirmed
E0765,P0095,T019,M077,2025-03-16,5,Confirmed
E0766,P0031,T007,M077,2025-03-16,1,Waitlist
E0767,P0032,T007,M077,2025-03-16,2,Confirmed
E0768,P0033,T007,M077,2025-03-16,3,Confirmed
E0769,P0034,T007,M077,2025-03-16,4,Confirmed
E0770,P0035,T007,M077,2025-03-16,5,Confirmed
E0771,P0031,T007,M078,2025-03-12,1,Confirmed
E0772,P0032,T007,M078,2025-03-12,2,Confirmed
E0773,P0033,T007,M078,2025-03-12,3,Confirmed
E0774,P0034,T007,M078,2025-03-12,4,Confirmed
E0775,P0035,T007,M078,2025-03-12,5,Confirmed
E0776,P0081,T017,M078,2025-03-12,1,Confirmed
E0777,P0082,T017,M078,2025-03-12,2,Confirmed
E0778,P0083,T017,M078,2025-03-12,3,Confirmed
E0779,P0084,T017,M078,2025-03-12,4,Disqualified
E0780,P0085,T017,M078,2025-03-12,5,Confirmed
E0781,P0081,T017,M079,2025-03-09,1,Confirmed
E0782,P0082,T017,M079,2025-03-09,2,Withdrawn
E0783,P0083,T017,M079,2025-03-09,3,Confirmed
E0784,P0084,T017,M079,2025-03-09,4,Withdrawn
E0785,P0085,T017,M079,2025-03-09,5,Confirmed
E0786,P0186,T038,M079,2025-03-09,1,Confirmed
E0787,P0187,T038,M079,2025-03-09,2,Withdrawn
E0788,P0188,T038,M079,2025-03-09,3,Confirmed
E0789,P0189,T038,M079,2025-03-09,4,Withdrawn
E0790,P0190,T038,M079,2025-03-09,5,Confirmed
E0791,P0186,T038,M080,2025-03-06,1,Confirmed
E0792,P0187,T038,M080,2025-03-06,2,Confirmed
E0793,P0188,T038,M080,2025-03-06,3,Confirmed
E0794,P0189,T038,M080,2025-03-06,4,Confirmed
E0795,P0190,T038,M080,2025-03-06,5,Confirmed
E0796,P0046,T010,M080,2025-03-06,1,Confirmed
E0797,P0047,T010,M080,2025-03-06,2,Confirmed
E0798,P0048,T010,M080,2025-03-06,3,Confirmed
E0799,P0049,T010,M080,2025-03-06,4,Confirmed
E0800,P0050,T010,M080,2025-03-06,5,Confirmed
E0801,P0046,T010,M081,2025-03-08,1,Confirmed
E0802,P0047,T010,M081,2025-03-08,2,Confirmed
E0803,P0048,T010,M081,2025-03-08,3,Confirmed
E0804,P0049,T010,M081,2025-03-08,4,Confirmed
E0805,P0050,T010,M081,2025-03-08,5,Confirmed
E0806,P0591,T119,M081,2025-03-08,1,Confirmed
E0807,P0592,T119,M081,2025-03-08,2,Confirmed
E0808,P0593,T119,M081,2025-03-08,3,Disqualified
E0809,P0594,T119,M081,2025-03-08,4,Confirmed
E0810,P0595,T119,M081,2025-03-08,5,Confirmed
E0811,P0591,T119,M082,2025-03-01,1,Confirmed
E0812,P0592,T119,M082,2025-03-01,2,Confirmed
E0813,P0593,T119,M082,2025-03-01,3,Confirmed
E0814,P0594,T119,M082,2025-03-01,4,Confirmed
E0815,P0595,T119,M082,2025-03-01,5,Confirmed
E0816,P0276,T056,M082,2025-03-01,1,Confirmed
E0817,P0277,T056,M082,2025-03-01,2,Confirmed
E0818,P0278,T056,M082,2025-03-01,3,Confirmed
E0819,P0279,T056,M082,2025-03-01,4,Confirmed
E0820,P0280,T056,M082,2025-03-01,5,Confirmed
E0821,P0276,T056,M083,2025-03-04,1,Confirmed
E0822,P0277,T056,M083,2025-03-04,2,Confirmed
E0823,P0278,T056,M083,2025-03-04,3,Confirmed
E0824,P0279,T056,M083,2025-03-04,4,Confirmed
E0825,P0280,T056,M083,2025-03-04,5,Confirmed
E0826,P0286,T058,M083,2025-03-04,1,Confirmed
E0827,P0287,T058,M083,2025-03-04,2,Withdrawn
E0828,P0288,T058,M083,2025-03-04,3,Confirmed
E0829,P0289,T058,M083,2025-03-04,4,Confirmed
E0830,P0290,T058,M083,2025-03-04,5,Confirmed
E0831,P0286,T058,M084,2025-03-11,1,Confirmed
E0832,P0287,T058,M084,2025-03-11,2,Confirmed
E0833,P0288,T058,M084,2025-03-11,3,Confirmed
E0834,P0289,T058,M084,2025-03-11,4,Confirmed
E0835,P0290,T058,M084,2025-03-11,5,Confirmed
E0836,P0336,T068,M084,2025-03-11,1,Confirmed
E0837,P0337,T068,M084,2025-03-11,2,Confirmed
E0838,P0338,T068,M084,2025-03-11,3,Confirmed
E0839,P0339,T068,M084,2025-03-11,4,Confirmed
E0840,P0340,T068,M084,2025-03-11,5,Confirmed
E0841,P0336,T068,M085,2025-03-19,1,Confirmed
E0842,P0337,T068,M085,2025-03-19,2,Confirmed
E0843,P0338,T068,M085,2025-03-19,3,Disqualified
E0844,P0339,T068,M085,2025-03-19,4,Confirmed
E0845,P0340,T068,M085,2025-03-19,5,Confirmed
E0846,P0181,T037,M085,2025-03-19,1,Confirmed
E0847,P0182,T037,M085,2025-03-19,2,Confirmed
E0848,P0183,T037,M085,2025-03-19,3,Confirmed
E0849,P0184,T037,M085,2025-03-19,4,Confirmed
E0850,P0185,T037,M085,2025-03-19,5,Confirmed
E0851,P0181,T037,M086,2025-03-07,1,Confirmed
E0852,P0182,T037,M086,2025-03-07,2,Waitlist
E0853,P0183,T037,M086,2025-03-07,3,Confirmed
E0854,P0184,T037,M086,2025-03-07,4,Confirmed
E0855,P0185,T037,M086,2025-03-07,5,Confirmed
E0856,P0386,T078,M086,2025-03-07,1,Confirmed
E0857,P0387,T078,M086,2025-03-07,2,Confirmed
E0858,P0388,T078,M086,2025-03-07,3,Confirmed
E0859,P0389,T078,M086,2025-03-07,4,Confirmed
E0860,P0390,T078,M086,2025-03-07,5,Waitlist
E0861,P0386,T078,M087,2025-03-11,1,Confirmed
E0862,P0387,T078,M087,2025-03-11,2,Confirmed
E0863,P0388,T078,M087,2025-03-11,3,Confirmed
E0864,P0389,T078,M087,2025-03-11,4,Confirmed
E0865,P0390,T078,M087,2025-03-11,5,Confirmed
E0866,P0246,T050,M087,2025-03-11,1,Confirmed
E0867,P0247,T050,M087,2025-03-11,2,Confirmed
E0868,P0248,T050,M087,2025-03-11,3,Confirmed
E0869,P0249,T050,M087,2025-03-11,4,Confirmed
E0870,P0250,T050,M087,2025-03-11,5,Confirmed
E0871,P0246,T050,M088,2025-03-17,1,Withdrawn
E0872,P0247,T050,M088,2025-03-17,2,Confirmed
E0873,P0248,T050,M088,2025-03-17,3,Confirmed
E0874,P0249,T050,M088,2025-03-17,4,Withdrawn
E0875,P0250,T050,M088,2025-03-17,5,Confirmed
E0876,P0106,T022,M088,2025-03-17,1,Withdrawn
E0877,P0107,T022,M088,2025-03-17,2,Withdrawn
E0878,P0108,T022,M088,2025-03-17,3,Confirmed
E0879,P0109,T022,M088,2025-03-17,4,Withdrawn
E0880,P0110,T022,M088,2025-03-17,5,Confirmed
E0881,P0106,T022,M089,2025-03-06,1,Confirmed
E0882,P0107,T022,M089,2025-03-06,2,Confirmed
E0883,P0108,T022,M089,2025-03-06,3,Confirmed
E0884,P0109,T022,M089,2025-03-06,4,Confirmed
E0885,P0110,T022,M089,2025-03-06,5,Confirmed
E0886,P0271,T055,M089,2025-03-06,1,Confirmed
E0887,P0272,T055,M089,2025-03-06,2,Confirmed
E0888,P0273,T055,M089,2025-03-06,3,Confirmed
E0889,P0274,T055,M089,2025-03-06,4,Confirmed
E0890,P0275,T055,M089,2025-03-06,5,Confirmed
E0891,P0271,T055,M090,2025-03-05,1,Confirmed
E0892,P0272,T055,M090,2025-03-05,2,Confirmed
E0893,P0273,T055,M090,2025-03-05,3,Confirmed
E0894,P0274,T055,M090,2025-03-05,4,Confirmed
E0895,P0275,T055,M090,2025-03-05,5,Confirmed
E0896,P0366,T074,M090,2025-03-05,1,Confirmed
E0897,P0367,T074,M090,2025-03-05,2,Confirmed
E0898,P0368,T074,M090,2025-03-05,3,Confirmed
E0899,P0369,T074,M090,2025-03-05,4,Confirmed
E0900,P0370,T074,M090,2025-03-05,5,Confirmed
E0901,P0366,T074,M091,2025-03-15,1,Confirmed
E0902,P0367,T074,M091,2025-03-15,2,Confirmed
E0903,P0368,T074,M091,2025-03-15,3,Confirmed
E0904,P0369,T074,M091,2025-03-15,4,Withdrawn
E0905,P0370,T074,M091,2025-03-15,5,Confirmed
E0906,P0041,T009,M091,2025-03-15,1,Confirmed
E0907,P0042,T009,M091,2025-03-15,2,Confirmed
E0908,P0043,T009,M091,2025-03-15,3,Confirmed
E0909,P0044,T009,M091,2025-03-15,4,Confirmed
E0910,P0045,T009,M091,2025-03-15,5,Withdrawn
E0911,P0041,T009,M092,2025-03-12,1,Confirmed
E0912,P0042,T009,M092,2025-03-12,2,Confirmed
E0913,P0043,T009,M092,2025-03-12,3,Confirmed
E0914,P0044,T009,M092,2025-03-12,4,Confirmed
E0915,P0045,T009,M092,2025-03-12,5,Confirmed
E0916,P0586,T118,M092,2025-03-12,1,Confirmed
E0917,P0587,T118,M092,2025-03-12,2,Confirmed
E0918,P0588,T118,M092,2025-03-12,3,Confirmed
E0919,P0589,T118,M092,2025-03-12,4,Confirmed
E0920,P0590,T118,M092,2025-03-12,5,Confirmed
E0921,P0586,T118,M093,2025-03-12,1,Confirmed
E0922,P0587,T118,M093,2025-03-12,2,Confirmed
E0923,P0588,T118,M093,2025-03-12,3,Confirmed
E0924,P0589,T118,M093,2025-03-12,4,Confirmed
E0925,P0590,T118,M093,2025-03-12,5,Withdrawn
E0926,P0201,T041,M093,2025-03-12,1,Confirmed
E0927,P0202,T041,M093,2025-03-12,2,Confirmed
E0928,P0203,T041,M093,2025-03-12,3,Confirmed
E0929,P0204,T041,M093,2025-03-12,4,Confirmed
E0930,P0205,T041,M093,2025-03-12,5,Confirmed
E0931,P0201,T041,M094,2025-03-07,1,Confirmed
E0932,P0202,T041,M094,2025-03-07,2,Confirmed
E0933,P0203,T041,M094,2025-03-07,3,Confirmed
E0934,P0204,T041,M094,2025-03-07,4,Confirmed
E0935,P0205,T041,M094,2025-03-07,5,Confirmed
E0936,P0231,T047,M094,2025-03-07,1,Confirmed
E0937,P0232,T047,M094,2025-03-07,2,Confirmed
E0938,P0233,T047,M094,2025-03-07,3,Confirmed
E0939,P0234,T047,M094,2025-03-07,4,Confirmed
E0940,P0235,T047,M094,2025-03-07,5,Confirmed
E0941,P0231,T047,M095,2025-03-21,1,Confirmed
E0942,P0232,T047,M095,2025-03-21,2,Confirmed
E0943,P0233,T047,M095,2025-03-21,3,Confirmed
E0944,P0234,T047,M095,2025-03-21,4,Confirmed
E0945,P0235,T047,M095,2025-03-21,5,Confirmed
E0946,P0191,T039,M095,2025-03-21,1,Confirmed
E0947,P0192,T039,M095,2025-03-21,2,Confirmed
E0948,P0193,T039,M095,2025-03-21,3,Confirmed
E0949,P0194,T039,M095,2025-03-21,4,Waitlist
E0950,P0195,T039,M095,2025-03-21,5,Confirmed
E0951,P0191,T039,M096,2025-03-05,1,Confirmed
E0952,P0192,T039,M096,2025-03-05,2,Confirmed
E0953,P0193,T039,M096,2025-03-05,3,Confirmed
E0954,P0194,T039,M096,2025-03-05,4,Confirmed
E0955,P0195,T039,M096,2025-03-05,5,Confirmed
E0956,P0501,T101,M096,2025-03-05,1,Confirmed
E0957,P0502,T101,M096,2025-03-05,2,Confirmed
E0958,P0503,T101,M096,2025-03-05,3,Confirmed
